"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Open Access","Citations count","Google Scholar ID","PubMed ID","PMC ID","References","Grants","arXiv ID","Updated Date","Primary Category","Categories","Source","Relevance","Abstract"
"Industrial policy: theory and practice in Brazil and in the OECD countries","https://scispace.com/papers/industrial-policy-theory-and-practice-in-brazil-and-in-the-1bq3ocroky","2021","Dataset","","Fábio Stéfano Erber
José Eduardo Cassiolato","10.6084/m9.figshare.20290763","","No","","","","","","","","","","","SciSpace","- **Relevance Score:** 83/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Brazil's 1990s industrial policy evolution to illustrate policy design and implementation; compares Brazil with US, Germany, Japan, UK; offers historical overview but limited detail on sector‑specific regulations.","ABSTRACT The paper analyses the recent development of industrial and technological policies in Brazil as compared to those adopted in the main OECD countries. The first section sets the background, presenting a brief description of the evolution of the global economy. The second section presents the analytical framework of the article. It argues that presently there are four “industrial policy agendas”, derived from theoretical and political considerations - ultra-liberal, reformist liberal, neo-developmental and social-democrat. The third section presents the evolution of the Brazilian industrial and technological policy during the nineties, examining in more detail the present situation. The fourth section presents the policies pursued by the main OECD countries (the United States, Germany, Japan, and the United Kingdom), examining their evolution and focusing on the present pattern of policies. The last section presents the main conclusions of the paper."
"Política industrial: teoria e prática no Brasil e na OCDE","https://www.scielo.br/j/rep/a/yMPXGWkMBqdCbcx44Kr6S9c/?lang=pt","1997","","","Fabio S. Erber
José Eduardo Cassiolato","","https://www.scielo.br/j/rep/a/yMPXGWkMBqdCbcx44Kr6S9c/?format=pdf&lang=pt","Yes","153","DpYlzP9QUzoJ","","","","","","","","","SciSpace","- **Relevance Score:** 83/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Brazil's 1990s industrial policy evolution to illustrate policy design; compares Brazil with US, Germany, Japan, UK; offers historical overview; regulation discussion is broader, not sector‑specific.","The paper analyses the recent development of industrial and technological policies in Brazil as compared to those adopted in the main OECD countries. The first section sets the background, presenting a brief description of the evolution of the global econ-omy. The second section presents the analytical framework of the article. It argues that presently there are four “industrial policy agendas”, derived from theoretical and po-litical considerations — ultra-liberal, reformist liberal, neo-developmental and so-cial-democrat. The third section presents the evolution of the Brazilian industrial and technological policy during the nineties, examining in more detail the present situation. The fourth section presents the policies pursued by the main OECD countries (the United States, Germany, Japan and the United Kingdom), examining their evolution and fo-cusing on the present pattern of policies. The last section presents the main conclusions of the paper."
"Estado e desenvolvimento: as políticas industriais brasileiras (2003-2014)","https://scispace.com/papers/estado-e-desenvolvimento-as-politicas-industriais-2ibjo948cp","2018","","","Daniela Cristina Comin Rocha","","https://scispace.com/pdf/estado-e-desenvolvimento-as-politicas-industriais-2ibjo948cp.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 82/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses case studies of Brazil's 2003‑2014 industrial policies to show state‑led regulatory design, implementation, and evaluation; provides a historical overview but no cross‑country comparison.","The loss of industry’s share in Brazilian Gross Domestic Product (GDP), as well as the industrialized goods in the Brazilian export, if shown as trends, at least in the last two decades. In this context, came back the discussion about what must be the role of the State in the economic development. In Brazil, industrial policies were returned to the petistas governments, between 2003 and 2014. Although such tendencies have not been reversed, the creation of an institutional and legal apparatus focused on industrial development, with forums for dialogue between public and private sectors have been shown important. Thus, the article discusses such policies with the main purpose of to show their advances and limitations. In addition, it is intended to contribute to the discussion concerning the role of the State in the economic development.State in the economic development. In Brazil, industrial policies were returned to the petistasgovernments, between 2003 and 2014. Although such tendencies have not been reversed,the creation of an institutional and legal apparatus focused on industrial development,with forums for dialogue between public and private sectors have been shown important.Thus, the article discusses such policies with the main purpose of to show their advances andlimitations. In addition, it is intended to contribute to the discussion concerning the role ofthe State in the economic development."
"From Industry Protection to Industry Promotion: IT Policy in Brazil","https://scispace.com/papers/from-industry-protection-to-industry-promotion-it-policy-in-1qvaa04bwi","1999","Journal Article","Center for Research on Information Technology and Organizations","Antonio Jose Junqueira Botelho
Jason Dedrick
Kenneth L. Kraemer
Paulo Bastos Tigre","","https://scispace.com/pdf/from-industry-protection-to-industry-promotion-it-policy-in-1qvaa04bwi.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 82/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Brazil‑specific IT liberalization case to examine industrial policy impacts; discusses regulation of the domestic computer sector and policy reforms; provides historical overview of Brazil's industrial development; lacks cross‑country comparison.","FROM INDUSTRY PROTECTION CENTER FOR RESEARCH ON INFORMATION TECHNOLOGY AND ORGANIZATIONS University of California, Irvine 3200 Berkeley Place Irvine, California 92697-4650 AUTHORS: Antonio Jose Junqueira Botelho Pontifica Universidade Catolica do Rio de Janeiro (PUC-Rio) email: abotelho@alum.mit.edu TO INDUSTRY PROMOTION: IT POLICY IN BRAZIL OCTOBER 1999 Jason Dedrick and Kenneth L. Kraemer Center for Research on Information Technology and Organizations University of California, Irvine email: jdedrick@uci.edu, kkraemer@uci.edu Paulo Bastos Tigre Universidade Federal do Rio de Janeiro (UFRJ) email: ptigre@ie.ufrj.br Authors listed alphabetically. This research has been supported by grants from the Sloan Foundation, the Computation and Social Systems Program in the Computer, Intelligent Systems and Engineering (CISE) Division and the International Program of the Social and Behavioral Sciences (SBE) Division of the U.S. National Science Foundation. We would like to thank Simone Amaral for her helpful assistance in collecting data and in preparing tables and charts. We also would like to thank officials at ABINEE, MCT/SEPIN, FINEP and CNP as well IT industry company managers for their time and insights"
"A recente política industrial brasileira: da “política de desenvolvimento produtivo” ao “plano brasil maior”","https://scispace.com/papers/a-recente-politica-industrial-brasileira-da-politica-de-4k141ksej8","2013","","","Cristiano Sausen Soares
Daniel Arruda Coronel
Pascoal José Marion Filho","","https://scispace.com/pdf/a-recente-politica-industrial-brasileira-da-politica-de-4k141ksej8.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 82/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Analyzes Brazil's recent industrial policy evolution, linking policy design to regulation, but lacks detailed regulatory mechanisms and no cross‑country comparison.","O artigo teve por objetivo discutir as recentes politicas industriais adotadas no Brasil, “Politica de Desenvolvimento Produtivo – PDP” e “Plano Brasil Maior”, a partir das opinioes de economistas, politicos, empresarios e representantes de entidades do setor produtivo. Para a realizacao da referida pesquisa utilizou-se de uma abordagem qualitativa, aliando o uso da pesquisa bibliografica e documental com metodo descritivo. Para alcancar o objetivo proposto foram selecionadas cinco reportagens sobre a PDP e cinco reportagens sobre o Plano Brasil Maior em publicacoes de jornais e revistas do Pais. Dentre os resultados, destaca-se a reportagem que apresentou um estudo da FIESP, concluindo que metade das metas anunciadas na PDP nao seria cumprida ate o final de 2010. Contudo, representava um significativo avanco e suas metas seriam cumpridas caso os beneficios fossem estendidos a toda a industria e nao apenas a setores especificos. Quanto ao Plano Brasil Maior, destaca-se a reportagem que aponta a opiniao de diversos economistas sobre esta politica industrial. Nela, salienta-se como aspecto positivo a desoneracao da folha de salarios de determinados setores produtivos e como aspecto negativo a preferencia de ate 25% de gastos publicos com produtos e servicos nacionais, que na opiniao de alguns economistas seria um incentivo a ineficiencia. O trabalho conclui que apesar da adocao de novas politicas, os problemas estruturais da industria brasileira permanecem carentes de solucoes. Entretanto, a PDP se mostrou eficiente para alguns setores de baixa e media intensidade tecnologica, sendo criticada por atuar atraves de medidas protecionistas em favorecimento a determinados segmentos industriais. Ainda, no tocante ao Plano Brasil Maior, percebe-se uma continuidade a politica anterior, apresentando poucos avancos, frustrando o setor que esperava medidas mais ousadas."
"Industrial policy and the creation of new industries: evidence from Brazil's bioethanol industry","https://scispace.com/papers/industrial-policy-and-the-creation-of-new-industries-3j4703ioho","2014","Journal Article","Industrial and Corporate Change","Santiago Mingo
Tarun Khanna","10.1093/ICC/DTT039","https://scispace.com/pdf/industrial-policy-and-the-creation-of-new-industries-3j4703ioho.pdf","No","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 82/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Brazil's 1970s Pro‑alcohol program to show how subsidies, tax breaks, and institutional reforms shaped a new bioethanol industry; links policy design and outcomes, offers a detailed historical case, but does not compare Brazil to other nations or focus on formal regulatory statutes.","Industrial policy programs are frequently used by governments to stimulate economic activity in particular sectors of the economy. This study explores how an industrial policy program can affect the creation and evolution of an industry and, ultimately, the long-term performance of firms. We examine the history of the Brazilian bioethanol industry, focusing on the industrial policy program implemented by the Brazilian government in the 1970s to develop the industry. We put together a novel data set containing detailed information about the history of bioethanol producers. Our findings show that plants founded during the industrial policy program tend to be, in the long run, more productive than those founded before the program was in place. Based on additional analyses and complementary fieldwork, we infer that the wave of acquisitions that occurred after the end of the industrial policy program had an important effect on the performance of the plants founded when the program was in place. Industrial policy, especially in conjunction with a competitive post-industrial policy business landscape, can succeed in nurturing competitive firms."
"Industrial policy and development","https://scispace.com/papers/industrial-policy-and-development-1hw599871l","2006","Journal Article","Cepal Review","Wilson Suzigan
João Furtado","10.18356/16840348-2006-89-5","https://scispace.com/pdf/industrial-policy-and-development-1hw599871l.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 82/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Brazil's National Development Plans and institutions to illustrate industrial policy design and regulation; links policy implementation to sectoral outcomes; provides historical narrative but limited cross‑country comparison.","This article examines some theoretical approaches in support of industrial policy in Brazil, with special emphasis on the neo- Schumpeterian/evolutionary approach. This approach is applied to the analysis of some satisfactory experiences in the field of industrial policy and economic development in Brazil up to the end of the 1970s, and some unsuccessful attempts in this field from the 1980s on. Lastly, it evaluates the industrial policy applied by the government in the 2003- 2006 period, noting that, in spite of some positive aspects –the emphasis on innovation, clear goals and a new institutional organization– that policy has some weak points, such as its incompatibility with macroeconomic policy, lack of coherence between economic instruments, shortcomings in infrastructure and in the science, technology and innovation system, and lack of coordination and political will."
"O Brasil no novo milênio: regulação, progresso técnico e novo desenvolvimentismo","https://scispace.com/papers/o-brasil-no-novo-milenio-regulacao-progresso-tecnico-e-novo-3scog3sx63","2018","Journal Article","Economia E Sociedade","Herton Castiglioni Lopes","10.1590/1982-3533.2018V27N3ART12","https://scispace.com/pdf/o-brasil-no-novo-milenio-regulacao-progresso-tecnico-e-novo-3scog3sx63.pdf","Yes","","","","","","","","","","","SciSpace","- **Relevance Score:** 82/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Analyzes Brazil’s early‑2000s regulatory shift, linking industry performance to policy design; offers historical context but lacks sector‑specific regulation details or cross‑country comparison.","The study aims to analyze Brazil in the early years of the new millennium, especially from the first term of President Lula when a significant controversy was established in the literature. While some claim that the period opened a new developmental stage, others characterize it as a continuation of neoliberal policies that were instituted in the late 1980s and early 1990s. In order to obtain greater clarity and some conclusions about this debate, the text integrates the theory of regulation (RT), the neoschumpeteriana theory and propositions of economic policy regarding the new developmentalism. Based on these theoretical statutes, we conclude that many of the issues raised by ECLAC and the new developmentalism are expressed in the form of regulation in recent years. We observe a supremacy of international integration that has influenced the performance of the industry and technical progress, which has remained fragile over the past few years."
"ARTIGO / ARTICLE A industrialização no estado do Maranhão: uma análise do plano estratégico de desenvolvimento industrial","https://scispace.com/papers/artigo-article-a-industrializacao-no-estado-do-maranhao-uma-5e23au3d2e","2012","","","Silva Pereira
Daniel Arruda Coronel","","https://scispace.com/pdf/artigo-article-a-industrializacao-no-estado-do-maranhao-uma-5e23au3d2e.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 80/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Maranhão's strategic plan to illustrate Brazil‑wide industrial policy; links policy design and implementation but offers limited detail on specific regulatory instruments, includes some historical context, no cross‑country comparison.",""
"Perspectivas de uma Nova agenda de Política Industrial: os Desafios da Indústria Brasileira no Pós-Pandemia da Covid-19","https://scispace.com/papers/perspectivas-de-uma-nova-agenda-de-politica-industrial-os-2feu37urud","2021","Journal Article","","Marcia Angela Dahmer Quinzani","10.51798/SIJIS.V2I2.51","https://scispace.com/pdf/perspectivas-de-uma-nova-agenda-de-politica-industrial-os-2feu37urud.pdf","Yes","","","","","","","","","","","SciSpace","- **Relevance Score:** 80/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Brazil’s post‑Covid industrial policy agenda to argue for regulatory reforms, linking policy design to national industry challenges; includes historical decline but no cross‑country comparison.","This research aims to investigate the importance of industrial policies for the recovery and economic development of Brazil in the post-Covid-19 pandemic. To this end, it starts from theoretical and historical foundations of industrial policy and industrial processes, especially as a development strategy. From this, we seek to evaluate the challenges that the Brazilian industry has faced in recent years until the current situation. Brazil has shown a significant decline in industrial activity in recent decades. As a result, one can see losses in the capacity for innovation and competitiveness, as well as technological and productive dependence of the Brazilian industry. In the same way, with the arrival of the Covid-19 pandemic, the industrial impact has highlighted issues related to insufficient production in several sectors, especially in the health area. The Brazilian industrial policy agenda needs to be focused on the transformation of the industrial structure, with increased productive gains, supported by new technologies and the diversification of sectors and activities that have greater economic value. The dynamics of the industrial sector is an instrument for the long-term development of the country and for overcoming the post-pandemic economic recession."
"Industrial and technological policy and development","https://scispace.com/papers/industrial-and-technological-policy-and-development-ggvg93pzx4","2004","","","José Matias-Pereira
Isak Kruglianskas
Gileno Fernandes Marcelino
Clandia Maffini Gomes","","https://scispace.com/pdf/industrial-and-technological-policy-and-development-ggvg93pzx4.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 77/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Focuses on Brazil's industrial policy history, compares global models, but lacks detailed sector‑specific regulatory analysis.",""
"Reestructuración industrial en Colombia","https://scispace.com/papers/reestructuracion-industrial-en-colombia-36ydw3z7c6","1989","Posted Content","","Antonio Urdinola","","https://scispace.com/pdf/reestructuracion-industrial-en-colombia-36ydw3z7c6.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 76/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Brazil's 1970s industrial development and new policy reforms to illustrate state‑private dynamics, discusses subsidies and policy instruments, but lacks detailed regulatory rules and no cross‑country comparison.",""
"Industrial Policy in the Field of Informatics in Brazil","https://scispace.com/papers/industrial-policy-in-the-field-of-informatics-in-brazil-43hn5rhxzz","1983","Journal Article","Michigan journal of international law","Walter Douglas Stuber","","https://scispace.com/pdf/industrial-policy-in-the-field-of-informatics-in-brazil-43hn5rhxzz.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 76/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Analyzes Brazil's informatics policy, linking sector regulation to public policy; offers historical context but lacks broader industrial scope and cross‑country comparison.",""
"O setor industrial brasileiro frente à integração econômica","https://scispace.com/papers/o-setor-industrial-brasileiro-frente-a-integracao-economica-5888idk445","2018","Book","","Mygre Lopes da Silva","10.5935/978-85-7042-101-2","https://scispace.com/pdf/o-setor-industrial-brasileiro-frente-a-integracao-economica-5888idk445.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 76/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Brazil‑specific industrial policies (PITCE, PDP) to discuss reforms and historical shifts; mentions regulation loosely, but lacks detailed regulatory analysis or cross‑country comparison.",""
"Contribuição à crítica da política industrial no brasil entre 2004 e 2014","https://scispace.com/papers/contribuicao-a-critica-da-politica-industrial-no-brasil-4f2us4ozjy","2019","Journal Article","Novos Estudos - Cebrap","Alexandre Abdal","10.25091/S01013300201900020008","https://scispace.com/pdf/contribuicao-a-critica-da-politica-industrial-no-brasil-4f2us4ozjy.pdf","Yes","","","","","","","","","","","SciSpace","- **Relevance Score:** 76/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Analyzes Brazil’s 2004‑14 industrial policy, offers historic state‑activism overview, proposes vertical selective policy and institutional reform; regulation discussion is implicit; no foreign comparison.","RESUMO Partindo da apresentacao das tres modalidades de ativismo estatal que predominaram no Brasil desde os anos 1930, este artigo analisa as politicas industriais formuladas e implementadas entre 2004 e 2014. Argumenta a favor de uma politica industrial vertical e seletiva, priorizando setores capazes de difundir progresso tecnico e inovacoes para toda a estrutura produtiva, e advoga a necessidade de fortalecimento e reorientacao institucional da estrutura de governanca da politica industrial."
"A industrialização no estado do Maranhão: uma análise do plano estratégico de desenvolvimento industrial","https://scispace.com/papers/a-industrializacao-no-estado-do-maranhao-uma-analise-do-4usxypd1uc","2012","Journal Article","Latin American Journal of Business Management","Maria Rosivalda da Silva Pereira
Daniel Arruda Coronel","","https://scispace.com/pdf/a-industrializacao-no-estado-do-maranhao-uma-analise-do-4usxypd1uc.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 73/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Analyzes Maranhão's industrial plan, linking policy design and regulation within Brazil; offers some regulatory detail and historical context but no cross‑country comparison.","O objetivo deste artigo e analisar os eixos de desenvolvimento propostos no Plano de Desenvolvimento Industrial do Maranhao-PDI 2020 e seus reflexos na economia maranhense. Neste sentido, fez-se uma breve revisao da literatura, pertinente as politicas industriais, para subsidiar a analise do PDI-2020. Posteriormente, sao analisados os impactos do plano em eixos tematicos. Os resultados indicaram que as areas de educacao, energia e infraestrutura foram as que apresentaram maior dinamismo como consequencia das medidas implantadas pelo PDI 2020."
"O papel das Políticas Públicas na promoção de infraestrutura a Distritos Industriais para geração de Empregos / The role of Public Policies in the promotion of infrastructure to Industrial Districts for the generation of Jobs","https://scispace.com/papers/o-papel-das-politicas-publicas-na-promocao-de-infraestrutura-3m8t2hqbln","2019","Journal Article","","Adilson Cascia Felix dos Santos
Bruno Cezar Silva","10.14295/IDONLINE.V13I45.1740","https://scispace.com/pdf/o-papel-das-politicas-publicas-na-promocao-de-infraestrutura-3m8t2hqbln.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 71/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses Brazil‑focused industrial policy proposals to boost district infrastructure and jobs; discusses policy design and state‑private dialogue, but lacks detailed regulatory analysis, historical overview, or cross‑country comparison.","A Politica Industrial, Tecnologica e de fomentacao das industrias e geracao de emprego do Brasil deve ser uma importante adicao as recentes iniciativas publicas. Baseia-se em um modelo conjunto de medidas e instrumentos que visam aumentar a eficiencia produtiva e elevar os padroes competitivos nas industrias brasileiras. Ciente do futuro, seu foco principal e a inovacao. Mudancas estruturais na economia do Brasil, atraves da adicao de mercados estrangeiros as estrategias da empresa, fornecem outro exemplo do tipo de sinergia que a politica industrial pode trazer. Isso tornou mais facil competir em mercados mais exigentes e diferenciados e se mostrou uma maneira de dar novo ânimo a capacidade industrial instalada no Brasil. O objetivo geral do trabalho e de mostrar a importância e contribuicao das politicas publicas no Brasil, voltadas para o desenvolvimento de infraestrutura basica industrial. A revisao literaria narrativa de nivel exploratorio foi adotada como metodologia do presente ensaio. Um dialogo mais estreito entre o Estado e o setor privado e, portanto, uma preocupacao primordial, assim como a integracao das acoes do governo com as atividades de manufatura e o envolvimento da comunidade cientifica e tecnologica com a forca de trabalho. O futuro que esta sendo construido sobre essas iniciativas atuais e mais do que apenas promissor; ja esta gerando resultados substanciais para a sociedade brasileira."
"The New Brazilian Anti-Dumping Regulation: A Balance of the First Years","https://scispace.com/papers/the-new-brazilian-anti-dumping-regulation-a-balance-of-the-hipqe8m8iry9","","","","Vera Kanas
Carolina Mueller","10.54648/gtcj2017061","","No","","","","","","","","","","","SciSpace","- **Relevance Score:** 70/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Analyzes Brazil's anti-dumping law, detailing policy design and early implementation; lacks direct focus on domestic industrial regulation and offers no cross‑country comparison.","In 2013, Brazil issued a new anti-dumping regulation: Decree 8058/2013. The new rules came under a context of enhancement of the trade remedies system, in the scope of an industrial policy that aimed to protect the domestic production against imports. Since then, Brazilian public policies changed significantly, becoming more focused on seeking new markets for exports instead of protecting the domestic market. Nonetheless, the new anti-dumping law has changed permanently the trade remedies system in Brazil. This article reviews developments in the modernization of Brazil’s anti-dumping law. What it means for companies using the law or subject to it is important. Here are the key things you need to know. First, the new anti-dumping legislation was designed to encourage full participation by the exporters, providing for a mandatory lesser duty benefit for cooperating exporters, and for several opportunities of defence. Second, the new legislation provides for a detailed administrative process, involving deadlines applicable to the interested parties and to the investigating authority, with the purpose of expediting the process. Third, although the Brazilian law provides for several kinds of reviews, some of them were not used yet. Finally, anti-dumping duties may be suspended due to public interests, normally after an administrative procedure for this end."
"Política industrial: bases teórico-analíticas em perspectiva","https://scispace.com/papers/politica-industrial-bases-teorico-analiticas-em-perspectiva-2txuuai0","2023","Journal Article","Recima21","Ana Claudia de Queiroz Lira
Vladyr Yuri Soares de Lima Cavalcanti
Maria de Lourdes Barreto Gomes","10.47820/recima21.v4i3.2833","https://scispace.com/pdf/politica-industrial-bases-teorico-analiticas-em-perspectiva-2txuuai0.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 70/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses Brazil‑specific institutions (IEDI, CNI) to analyse industrial policy; discusses policy design and historical evolution, but lacks detailed sector‑specific regulatory mechanisms and offers no cross‑country comparison.","A indústria, no momento histórico atual, é considerada um dos vetores de impulsionamento de forças que moldam o desenvolvimento econômico, entre essas: o investimento estrangeiro direto, o comércio de bens e serviços e os fluxos de tecnologia. Essas forças estão impulsionando nações e empresas no sentido de sua internacionalização, globalização e adoção de modelos radicalmente distintos de gerência e produção. Assim, as políticas industriais contemporâneas devem focar em novas tecnologias de produção, desenvolvimento de produtos e modelo de negócios, além da diversificação da economia para setores e atividades com maior valor agregado, conteúdo tecnológico e produtividade. Neste contexto, este trabalho tem como objetivo compreender política industrial dentro de uma perspectiva conceitual, histórica e aplicada considerando, principalmente, o que dizem entidades nacionais dedicadas a produzir e difundir informações sobre política industrial no Brasil, entre essas: Instituto de Estudos para o Desenvolvimento Industrial - IEDI, e Confederação Nacional da Indústria – CNI, que consideram que a estratégia de desenvolvimento sustentado do país deverá passar inevitavelmente pela dinamização do parque produtivo nacional e pela concepção atual da política industrial indissociável da concorrência, da atualização tecnológica e do aumento da produtividade, deve ser continuamente renovada e deve estar alinhada às políticas macroeconômicas (e mesmo às microeconômicas) tendo como objetivo o crescimento e o desenvolvimento do País."
"El papel de la política industrial en los procesos de integración subregional: el caso de Argentina y Brasil en el Mercosur.","https://scispace.com/papers/el-papel-de-la-politica-industrial-en-los-procesos-de-4g2qdvmnl7","1999","","","Juan Manuel Ramírez Cendrero","10.5209/CESE.10916","https://scispace.com/pdf/el-papel-de-la-politica-industrial-en-los-procesos-de-4g2qdvmnl7.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 68/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses Brazil‑Argentina policy comparison to examine industrial policy design, especially automotive subsidies; includes historical data (1989‑1997) and cross‑country analysis, but Brazil is not the sole focus.","El texto reflexiona sobre las posibilidades de la politica industrial, en su dimension nacional y supranacional, para incrementar el alcance de los procesos de integracion economica, en lo referido al fomento de la complementariedad y la reestructuracion industrial entre los paises miembros. Para ello se inicia con un repaso de los diferentes enfoques de politica industrial que aparecen en el debate academico. Posteriormente, se comparan las practicas de politica industrial aplicadas a lo largo de los anos noventa en Argentina y en Brasil, como paso previo para analizar el alcance de la politica industrial en el Mercosur, destacando su delimitacion al ambito automovilistico. Las diferencias en el alcance de las politicas en los casos argentino y brasileno, asi como la deriva crecientemente comercial del Mercosur, serian factores que estarian repercutiendo en un menor aprovechamiento de las posibilidades que el proceso de integracion pudiera ofrecer para el fomento del desarrollo industrial."
"New patterns of governance for industrial change: perspectives for Brazil","https://www.tandfonline.com/doi/abs/10.1080/00220389708422470","1997","Journal Article","Journal of Development Studies","Jörg Meyer-Stamer","10.1080/00220389708422470","","No","48","IhmtI-319mYJ","","","","","","","","","SciSpace","- **Relevance Score:** 68/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses Brazil‑specific governance analysis to link sectoral institutions and policy design for industrial competitiveness; lacks detailed regulatory mechanisms and historical or comparative depth.","Brazil is one of many developing countries that are struggling to upgrade their industries to attain international competitiveness. Sustained industrial competitiveness, this article argues, rests not only on firms’ capabilities (micro‐level) and a stable economic framework (macro‐level) but also and in particular on a tissue of supporting, sector‐specific and specialised institutions and targeted policies (meso‐level) and on governance structures that facilitate problem‐solving between state and societal actors (meta‐level). The concept of systemic competitiveness seeks to address the interrelationship between the four levels. The article analyses various obstacles to achieving systemic competitiveness in the particular case of Brazil."
"Brazilian new patterns of an industrial, technological and foreign trade policy.","https://scispace.com/papers/brazilian-new-patterns-of-an-industrial-technological-and-2feo2vmg30","2006","Journal Article","Journal of Technology Management & Innovation","José Matias Pereira
Gileno Fernandes Marcelino
Isak Kruglianskas","","https://scispace.com/pdf/brazilian-new-patterns-of-an-industrial-technological-and-2feo2vmg30.pdf","Yes","","","","","","","","","","","SciSpace Full Text","- **Relevance Score:** 68/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Focuses on Brazil’s industrial and technology policy, detailing new competitiveness strategies; discusses policy design but lacks explicit regulatory mechanisms, offering limited historical or comparative context.","The objective of this paper is to deepen the discussion about the unavoidable way Brazil has to go through in order to construct a modern industrial and technological policy, based on knowledge and technological innovation, which will work as a stimulator of economic development. The different theories about this subject (SCHUMPETER, 1985; PAVITT, 1998; FREEMAN, 1995; KRUGMAN, 1995; COUTINHO & FERRAZ, 1994; MATIAS-PEREIRA & KRUGLIANSKAS, 2005), so as the principles set by the Brazilian Development Ministry (“Diretrizes de Politica Industrial, Tecnologica e de Comercio Exterior”), give support in the search for defining a new model of industrial, technological policy and foreign trade for the country. The strategic role of industrial policy seems to be very evident, if it takes on its co-ordination work involving the productive agents, which are responsible for crucial decisions, such as those related to investments and/or innovation, in a context of great incertitude about the consequences of their decisions in the future. Finally, the conclusion arising from this discussion demonstrates that it is crucial for the country to define a modern industrial policy, which could be able to integrate the incentive to innovation as well as to exports, in order to serve as a tool to foster development. The paper also argues that the feasibility to this policy depends on Government’s ability in supplying agents with a favorable context towards adequate regulation, purchasing policy, availability on financing facilities and fiscal incentives."
"A Nova política industrial brasileira e seu alinhamento às tendências globais","https://scispace.com/papers/a-nova-politica-industrial-brasileira-e-seu-alinhamento-as-1mpri6wiqb5c","2024","Journal Article","","Caroline Giusti de Araújo
Vinícius Luís de Souza Nonato
Rafael Grilli Felizardo","10.38116/rtm36art3","https://scispace.com/pdf/a-nova-politica-industrial-brasileira-e-seu-alinhamento-as-1mpri6wiqb5c.pdf","No","","","","","","","","","","","SciSpace","- **Relevance Score:** 67/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Analyzes Brazil’s new industrial policy (NIB) in depth—core Brazilian focus. Discusses policy design/implementation, linking to global trends. Lacks detailed regulation specifics; offers limited comparative insight.","Este artigo analisa o ressurgimento do debate em torno da política industrial em âmbito global e sua influência na decisão do Brasil de retomar o planejamento econômico de longo prazo. As mudanças no contexto político com a crise sanitária e climática e o acirramento das tensões geopolíticas estimularam as principais economias mundiais – como Estados Unidos, Alemanha e China – a fortalecer estratégias industriais para impulsionar a inovação, a produtividade, o crescimento e a transição ecológica. Essa tendência internacional levou o Brasil a reconsiderar sua agenda de desenvolvimento, especialmente diante dos desafios impostos pela desindustrialização, que atrasou o país no catching up. Nesse cenário foi lançada a Nova Indústria Brasil (NIB), que está apoiando e direcionando os investimentos privados para a neoindustrialização, mas que ainda enfrenta desafios relacionados à governança e ao Custo Brasil."
